0	1
1	0.209199576156145
2	0.0118063767813748
3	0.000311630584064615
4	4.7713705025174e-06
5	4.77068482055913e-08
6	3.35966964418669e-10
7	7.52517603172927e-10
8	3.98107247234129e-10
9	9.16360498027185e-09
10	3.44587538197045e-08
11	3.70035958443963e-08
12	4.08707525199863e-08
13	3.91091021736605e-08
14	4.18104399014732e-08
15	4.53532484095907e-08
16	5.1887321011722e-08
17	5.4350431481552e-08
18	inf
